"","year","sex","ethnicity","drug","response"
"2043",2009,"Male",NA,"Cocaine","Yes"
"2044",2009,"Male",NA,"Cocaine","Yes"
"2045",2009,"Female",NA,"Cocaine","Yes"
"2046",2009,"Male",NA,"Cocaine","Yes"
"2047",2009,"Male",NA,"Cocaine","Yes"
"2048",2009,"Male",NA,"Cocaine","Yes"
"2049",2009,"Male",NA,"Cocaine","Yes"
"2050",2009,"Female",NA,"Cocaine","Yes"
"2051",2009,"Female",NA,"Cocaine","Yes"
"2052",2009,"Female",NA,"Cocaine","Yes"
"2053",2009,"Male",NA,"Cocaine","Yes"
"2054",2009,"Male",NA,"Cocaine","Yes"
"2055",2009,"Male",NA,"Cocaine","Yes"
"2056",2009,"Male",NA,"Cocaine","Yes"
"2057",2009,"Female",NA,"Cocaine","Yes"
"2058",2009,"Female",NA,"Cocaine","Yes"
"2059",2009,"Female",NA,"Cocaine","Yes"
"2060",2009,"Male",NA,"Cocaine","Yes"
"2061",2009,"Male",NA,"Cocaine","Yes"
"2062",2009,"Male",NA,"Cocaine","Yes"
"2063",2009,"Female",NA,"Cocaine","Yes"
"2064",2009,"Male",NA,"Cocaine","Yes"
"2065",2009,"Male",NA,"Cocaine","Yes"
"2066",2009,"Female",NA,"Cocaine","Yes"
"2067",2009,"Male",NA,"Cocaine","Yes"
"2068",2009,"Male",NA,"Cocaine","Yes"
"2069",2009,"Male",NA,"Cocaine","Yes"
"2070",2009,"Male",NA,"Cocaine","Yes"
"2071",2009,"Male",NA,"Cocaine","Yes"
"2072",2009,"Female",NA,"Cocaine","Yes"
"2073",2009,"Female",NA,"Cocaine","Yes"
"2074",2009,"Male",NA,"Cocaine","Yes"
"2075",2009,"Female",NA,"Cocaine","Yes"
"2076",2009,"Female",NA,"Cocaine","Yes"
"2077",2009,"Male",NA,"Cocaine","Yes"
"2078",2009,"Female",NA,"Cocaine","Yes"
"2079",2009,"Male",NA,"Cocaine","Yes"
"2080",2009,"Female",NA,"Cocaine","Yes"
"2081",2009,"Male",NA,"Cocaine","Yes"
"2082",2009,"Male",NA,"Cocaine","Yes"
"2083",2009,"Male",NA,"Cocaine","Yes"
"2084",2009,"Male",NA,"Cocaine","Yes"
"2085",2009,"Male",NA,"Cocaine","Yes"
"2086",2009,"Male",NA,"Cocaine","Yes"
"2087",2009,"Male",NA,"Cocaine","Yes"
"2088",2009,"Male",NA,"Cocaine","Yes"
"2089",2009,"Male",NA,"Cocaine","Yes"
"2090",2009,"Male",NA,"Cocaine","Yes"
"2091",2009,"Male",NA,"Cocaine","Yes"
"2092",2009,"Male",NA,"Cocaine","Yes"
"2093",2009,"Male",NA,"Cocaine","Yes"
"2094",2009,"Female",NA,"Cocaine","Yes"
"2095",2009,"Female",NA,"Cocaine","Yes"
"2096",2009,"Female",NA,"Cocaine","Yes"
"2097",2009,"Male",NA,"Cocaine","Yes"
"2098",2009,"Male",NA,"Cocaine","Yes"
"2099",2009,"Male",NA,"Cocaine","Yes"
"2100",2009,"Female",NA,"Cocaine","Yes"
"2101",2009,"Male",NA,"Cocaine","Yes"
"2102",2009,"Male",NA,"Cocaine","Yes"
"2103",2009,"Male",NA,"Cocaine","Yes"
"2104",2009,"Female",NA,"Cocaine","Yes"
"2105",2009,"Male",NA,"Cocaine","Yes"
"2106",2009,"Female",NA,"Cocaine","Yes"
"2107",2009,"Female",NA,"Cocaine","Yes"
"2108",2009,"Female",NA,"Cocaine","Yes"
"2109",2009,"Male",NA,"Cocaine","Yes"
"2110",2009,"Female",NA,"Cocaine","Yes"
"2111",2009,"Male",NA,"Cocaine","Yes"
"2112",2009,"Male",NA,"Cocaine","Yes"
"2113",2009,"Male",NA,"Cocaine","Yes"
"2114",2009,"Male",NA,"Cocaine","Yes"
"2115",2009,"Female",NA,"Cocaine","Yes"
"2116",2009,"Female",NA,"Cocaine","Yes"
"2117",2009,"Female",NA,"Cocaine","Yes"
"2118",2009,"Male",NA,"Cocaine","Yes"
"2119",2009,"Female",NA,"Cocaine","Yes"
"2120",2009,"Male",NA,"Cocaine","Yes"
"2121",2009,"Male",NA,"Cocaine","Yes"
"2122",2009,"Male",NA,"Cocaine","Yes"
"2123",2009,"Female",NA,"Cocaine","Yes"
"2124",2009,"Female",NA,"Cocaine","Yes"
"2125",2009,"Male",NA,"Cocaine","Yes"
"2126",2009,"Female",NA,"Cocaine","Yes"
"2127",2009,"Male",NA,"Cocaine","Yes"
"2128",2009,"Male",NA,"Cocaine","Yes"
"2129",2009,"Male",NA,"Cocaine","Yes"
"2130",2009,"Female",NA,"Cocaine","Yes"
"2131",2009,"Female",NA,"Cocaine","Yes"
"2132",2009,"Male",NA,"Cocaine","Yes"
"2133",2009,"Male",NA,"Cocaine","Yes"
"2134",2009,"Male",NA,"Cocaine","Yes"
"2135",2009,"Female",NA,"Cocaine","Yes"
"2136",2009,"Male",NA,"Cocaine","Yes"
"2137",2009,"Male",NA,"Cocaine","Yes"
"2138",2009,"Female",NA,"Cocaine","Yes"
"2139",2009,"Male",NA,"Cocaine","Yes"
"2140",2009,"Male",NA,"Cocaine","Yes"
"2141",2009,"Female",NA,"Cocaine","Yes"
"2142",2009,"Female",NA,"Cocaine","Yes"
"2143",2009,"Female",NA,"Cocaine","Yes"
"2144",2009,"Female",NA,"Cocaine","Yes"
"2145",2009,"Female",NA,"Cocaine","Yes"
"2146",2009,"Female",NA,"Cocaine","Yes"
"2147",2009,"Female",NA,"Cocaine","Yes"
"2148",2009,"Male",NA,"Cocaine","Yes"
"2149",2009,"Male",NA,"Cocaine","Yes"
"2150",2009,"Female",NA,"Cocaine","Yes"
"2151",2009,"Male",NA,"Cocaine","Yes"
"2152",2009,"Female",NA,"Cocaine","Yes"
"2153",2009,"Male",NA,"Cocaine","Yes"
"2154",2009,"Female",NA,"Cocaine","Yes"
"2155",2009,"Male",NA,"Cocaine","Yes"
"2156",2009,"Female",NA,"Cocaine","Yes"
"2157",2009,"Female",NA,"Cocaine","Yes"
"2158",2009,"Male",NA,"Cocaine","Yes"
"2159",2009,"Male",NA,"Cocaine","Yes"
"2160",2009,"Female",NA,"Cocaine","Yes"
"2161",2009,"Female",NA,"Cocaine","Yes"
"2162",2009,"Male",NA,"Cocaine","Yes"
"2163",2009,"Female",NA,"Cocaine","Yes"
"2164",2009,"Male",NA,"Cocaine","Yes"
"2165",2009,"Male",NA,"Cocaine","Yes"
"2166",2009,"Female",NA,"Cocaine","Yes"
"2167",2009,"Female",NA,"Cocaine","Yes"
"2168",2009,"Male",NA,"Cocaine","Yes"
"2169",2009,"Female",NA,"Cocaine","Yes"
"2170",2009,"Male",NA,"Cocaine","Yes"
"2171",2009,"Male",NA,"Cocaine","Yes"
"2172",2009,"Female",NA,"Cocaine","Yes"
"2173",2009,"Female",NA,"Cocaine","Yes"
"2174",2009,"Male",NA,"Cocaine","Yes"
"2175",2009,"Male",NA,"Cocaine","Yes"
"2176",2009,"Male",NA,"Cocaine","Yes"
"2177",2009,"Female",NA,"Cocaine","Yes"
"2178",2009,"Male",NA,"Cocaine","Yes"
"2179",2009,"Male",NA,"Cocaine","Yes"
"2180",2009,"Female",NA,"Cocaine","Yes"
"2181",2009,"Female",NA,"Cocaine","Yes"
"2182",2009,"Male",NA,"Cocaine","Yes"
"2183",2009,"Female",NA,"Cocaine","Yes"
"2184",2009,"Male",NA,"Cocaine","Yes"
"2185",2009,"Male",NA,"Cocaine","Yes"
"2186",2009,"Male",NA,"Cocaine","Yes"
"2187",2009,"Female",NA,"Cocaine","Yes"
"2188",2009,"Male",NA,"Cocaine","Yes"
"2189",2009,"Male",NA,"Cocaine","Yes"
"2190",2009,"Male",NA,"Cocaine","Yes"
"2191",2009,"Male",NA,"Cocaine","Yes"
"2192",2009,"Male",NA,"Cocaine","Yes"
"2193",2009,"Female",NA,"Cocaine","Yes"
"2194",2009,"Female",NA,"Cocaine","Yes"
"2195",2009,"Male",NA,"Cocaine","Yes"
"2196",2009,"Male",NA,"Cocaine","Yes"
"2197",2009,"Male",NA,"Cocaine","Yes"
"2198",2009,"Male",NA,"Cocaine","Yes"
"2199",2009,"Female",NA,"Cocaine","Yes"
"2200",2009,"Male",NA,"Cocaine","Yes"
"2201",2009,"Male",NA,"Cocaine","Yes"
"2202",2009,"Male",NA,"Cocaine","Yes"
"2203",2009,"Male",NA,"Cocaine","Yes"
"2204",2009,"Male",NA,"Cocaine","Yes"
"2205",2009,"Male",NA,"Cocaine","Yes"
"2206",2009,"Male",NA,"Cocaine","Yes"
"2207",2009,"Male",NA,"Cocaine","Yes"
"2208",2009,"Female",NA,"Cocaine","Yes"
"2209",2009,"Female",NA,"Cocaine","Yes"
"2210",2009,"Female",NA,"Cocaine","Yes"
"2211",2009,"Female",NA,"Cocaine","Yes"
"2212",2009,"Male",NA,"Cocaine","Yes"
"2213",2009,"Female",NA,"Cocaine","Yes"
"2214",2009,"Male",NA,"Cocaine","Yes"
"2215",2009,"Male",NA,"Cocaine","Yes"
"2216",2009,"Male",NA,"Cocaine","Yes"
"2217",2009,"Male",NA,"Cocaine","Yes"
"2218",2009,"Male",NA,"Cocaine","Yes"
"2219",2009,"Female",NA,"Cocaine","Yes"
"2220",2009,"Female",NA,"Cocaine","Yes"
"2221",2009,"Male",NA,"Cocaine","Yes"
"2222",2009,"Male",NA,"Cocaine","Yes"
"2223",2009,"Female",NA,"Cocaine","Yes"
"2224",2009,"Male",NA,"Cocaine","Yes"
"2225",2009,"Male",NA,"Cocaine","Yes"
"2226",2009,"Female",NA,"Cocaine","Yes"
"2227",2009,"Male",NA,"Cocaine","Yes"
"2228",2009,"Female",NA,"Cocaine","Yes"
"2229",2009,"Female",NA,"Cocaine","Yes"
"2230",2009,"Male",NA,"Cocaine","Yes"
"2231",2009,"Female",NA,"Cocaine","Yes"
"2232",2009,"Female",NA,"Cocaine","Yes"
"2233",2009,"Female",NA,"Cocaine","Yes"
"2234",2009,"Male",NA,"Cocaine","Yes"
"2235",2009,"Male",NA,"Cocaine","Yes"
"2236",2009,"Female",NA,"Cocaine","Yes"
"2237",2009,"Male",NA,"Cocaine","Yes"
"2238",2009,"Male",NA,"Cocaine","Yes"
"2239",2009,"Male",NA,"Cocaine","Yes"
"2240",2009,"Male",NA,"Cocaine","Yes"
"2241",2009,"Male",NA,"Cocaine","Yes"
"2242",2009,"Female",NA,"Cocaine","Yes"
"2243",2009,"Male",NA,"Cocaine","Yes"
"2244",2009,"Male",NA,"Cocaine","Yes"
"2245",2009,"Male",NA,"Cocaine","Yes"
"2246",2009,"Male",NA,"Cocaine","Yes"
"2247",2009,"Male",NA,"Cocaine","Yes"
"2248",2009,"Male",NA,"Cocaine","Yes"
"2249",2009,"Female",NA,"Cocaine","Yes"
"2250",2009,"Male",NA,"Cocaine","Yes"
"2251",2009,"Female",NA,"Cocaine","Yes"
"2252",2009,"Male",NA,"Cocaine","Yes"
"2253",2009,"Male",NA,"Cocaine","Yes"
"2254",2009,"Male",NA,"Cocaine","Yes"
"2255",2009,"Male",NA,"Cocaine","Yes"
"2256",2009,"Female",NA,"Cocaine","Yes"
"2257",2009,"Female",NA,"Cocaine","Yes"
"2258",2009,"Female",NA,"Cocaine","Yes"
"2259",2009,"Male",NA,"Cocaine","Yes"
"2260",2009,"Male",NA,"Cocaine","Yes"
"2261",2009,"Male",NA,"Cocaine","Yes"
"2262",2009,"Female",NA,"Cocaine","Yes"
"2263",2009,"Female",NA,"Cocaine","Yes"
"2264",2009,"Male",NA,"Cocaine","Yes"
"2265",2009,"Male",NA,"Cocaine","Yes"
"2266",2009,"Male",NA,"Cocaine","Yes"
"2267",2009,"Male",NA,"Cocaine","Yes"
"2268",2009,"Female",NA,"Cocaine","Yes"
"2269",2009,"Male",NA,"Cocaine","Yes"
"2270",2009,"Female",NA,"Cocaine","Yes"
"2271",2009,"Male",NA,"Cocaine","Yes"
"2272",2009,"Female",NA,"Cocaine","Yes"
"2273",2009,"Female",NA,"Cocaine","Yes"
"2274",2009,"Male",NA,"Cocaine","Yes"
"2275",2009,"Female",NA,"Cocaine","Yes"
"2276",2009,"Male",NA,"Cocaine","Yes"
"2277",2009,"Male",NA,"Cocaine","Yes"
"2278",2009,"Male",NA,"Cocaine","Yes"
"2279",2009,"Male",NA,"Cocaine","Yes"
"2280",2009,"Male",NA,"Cocaine","Yes"
"2281",2009,"Female",NA,"Cocaine","Yes"
"2282",2009,"Male",NA,"Cocaine","Yes"
"2283",2009,"Male",NA,"Cocaine","Yes"
"2284",2009,"Female",NA,"Cocaine","Yes"
"2285",2009,"Male",NA,"Cocaine","Yes"
"2286",2009,"Male",NA,"Cocaine","Yes"
"2287",2009,"Male",NA,"Cocaine","Yes"
"2288",2009,"Female",NA,"Cocaine","Yes"
"2289",2009,"Male",NA,"Cocaine","Yes"
"2290",2009,"Male",NA,"Cocaine","Yes"
"2291",2009,"Male",NA,"Cocaine","Yes"
"2292",2009,"Female",NA,"Cocaine","Yes"
"2293",2009,"Male",NA,"Cocaine","Yes"
"2294",2009,"Male",NA,"Cocaine","Yes"
"2295",2009,"Male",NA,"Cocaine","Yes"
"2296",2009,"Male",NA,"Cocaine","Yes"
"2297",2009,"Male",NA,"Cocaine","Yes"
"2298",2009,"Male",NA,"Cocaine","Yes"
"2299",2009,"Male",NA,"Cocaine","Yes"
"2300",2009,"Male",NA,"Cocaine","Yes"
"2301",2009,"Female",NA,"Cocaine","Yes"
"2302",2009,"Female",NA,"Cocaine","Yes"
"2303",2009,"Female",NA,"Cocaine","Yes"
"2304",2009,"Female",NA,"Cocaine","Yes"
"2305",2009,"Male",NA,"Cocaine","Yes"
"2306",2009,"Female",NA,"Cocaine","Yes"
"2307",2009,"Male",NA,"Cocaine","Yes"
"2308",2009,"Male",NA,"Cocaine","Yes"
"2309",2009,"Male",NA,"Cocaine","Yes"
"2310",2009,"Male",NA,"Cocaine","Yes"
"2311",2009,"Female",NA,"Cocaine","Yes"
"2312",2009,"Male",NA,"Cocaine","Yes"
"2313",2009,"Male",NA,"Cocaine","Yes"
"2314",2009,"Male",NA,"Cocaine","Yes"
"2315",2009,"Male",NA,"Cocaine","Yes"
"2316",2009,"Male",NA,"Cocaine","Yes"
"2317",2009,"Male",NA,"Cocaine","Yes"
"2318",2009,"Female",NA,"Cocaine","Yes"
"2319",2009,"Male",NA,"Cocaine","Yes"
"2320",2009,"Female",NA,"Cocaine","Yes"
"2321",2009,"Male",NA,"Cocaine","Yes"
"2322",2009,"Female",NA,"Cocaine","Yes"
"2323",2009,"Male",NA,"Cocaine","Yes"
"2324",2009,"Male",NA,"Cocaine","Yes"
"2325",2009,"Male",NA,"Cocaine","Yes"
"2326",2009,"Male",NA,"Cocaine","Yes"
"2327",2009,"Male",NA,"Cocaine","Yes"
"2328",2009,"Male",NA,"Cocaine","Yes"
"2329",2009,"Male",NA,"Cocaine","Yes"
"2330",2009,"Male",NA,"Cocaine","Yes"
"2331",2009,"Female",NA,"Cocaine","Yes"
"2332",2009,"Male",NA,"Cocaine","Yes"
"2333",2009,"Male",NA,"Cocaine","Yes"
"2334",2009,"Female",NA,"Cocaine","Yes"
"2335",2009,"Female",NA,"Cocaine","Yes"
"2336",2009,"Male",NA,"Cocaine","Yes"
"2337",2009,"Female",NA,"Cocaine","Yes"
"2338",2009,"Male",NA,"Cocaine","Yes"
"2339",2009,"Male",NA,"Cocaine","Yes"
"2340",2009,"Male",NA,"Cocaine","Yes"
"2341",2009,"Male",NA,"Cocaine","Yes"
"2342",2009,"Female",NA,"Cocaine","Yes"
"2343",2009,"Male",NA,"Cocaine","Yes"
"2344",2009,"Male",NA,"Cocaine","Yes"
"2345",2009,"Male",NA,"Cocaine","Yes"
"2346",2009,"Male",NA,"Cocaine","Yes"
"2347",2009,"Female",NA,"Cocaine","Yes"
"2348",2009,"Male",NA,"Cocaine","Yes"
"2349",2009,"Female",NA,"Cocaine","Yes"
"2350",2009,"Female",NA,"Cocaine","Yes"
"2351",2009,"Female",NA,"Cocaine","Yes"
"2352",2009,"Female",NA,"Cocaine","Yes"
"2353",2009,"Male",NA,"Cocaine","Yes"
"2354",2009,"Male",NA,"Cocaine","Yes"
"2355",2009,"Female",NA,"Cocaine","Yes"
"2356",2009,"Male",NA,"Cocaine","Yes"
"2357",2009,"Female",NA,"Cocaine","Yes"
"2358",2009,"Male",NA,"Cocaine","Yes"
"2359",2009,"Male",NA,"Cocaine","Yes"
"2360",2009,"Male",NA,"Cocaine","Yes"
"2361",2009,"Male",NA,"Cocaine","Yes"
"2362",2009,"Female",NA,"Cocaine","Yes"
"2363",2009,"Male",NA,"Cocaine","Yes"
"2364",2009,"Female",NA,"Cocaine","Yes"
"2365",2009,"Male",NA,"Cocaine","Yes"
"2366",2009,"Male",NA,"Cocaine","Yes"
"2367",2009,"Female",NA,"Cocaine","Yes"
"2368",2009,"Male",NA,"Cocaine","Yes"
"2369",2009,"Male",NA,"Cocaine","Yes"
"2370",2009,"Male",NA,"Cocaine","Yes"
"2371",2009,"Male",NA,"Cocaine","Yes"
"2372",2009,"Male",NA,"Cocaine","Yes"
"2373",2009,"Male",NA,"Cocaine","Yes"
"2374",2009,"Male",NA,"Cocaine","Yes"
"2375",2009,"Female",NA,"Cocaine","Yes"
"2376",2009,"Female",NA,"Cocaine","Yes"
"2377",2009,"Male",NA,"Cocaine","Yes"
"2378",2009,"Female",NA,"Cocaine","Yes"
"2379",2009,"Female",NA,"Cocaine","Yes"
"2380",2009,"Male",NA,"Cocaine","Yes"
"2381",2009,"Male",NA,"Cocaine","Yes"
"2382",2009,"Female",NA,"Cocaine","Yes"
"2383",2009,"Male",NA,"Cocaine","Yes"
"2384",2009,"Male",NA,"Cocaine","Yes"
"2385",2009,"Female",NA,"Cocaine","Yes"
"2386",2009,"Male",NA,"Cocaine","Yes"
"2387",2009,"Male",NA,"Cocaine","Yes"
"2388",2009,"Male",NA,"Cocaine","Yes"
"2389",2009,"Female",NA,"Cocaine","Yes"
"2390",2009,"Female",NA,"Cocaine","Yes"
"2391",2009,"Male",NA,"Cocaine","Yes"
"2392",2009,"Male",NA,"Cocaine","Yes"
"2393",2009,"Male",NA,"Cocaine","Yes"
"2394",2009,"Male",NA,"Cocaine","Yes"
"2395",2009,"Male",NA,"Cocaine","Yes"
"2396",2009,"Male",NA,"Cocaine","Yes"
"2397",2009,"Male",NA,"Cocaine","Yes"
"2398",2009,"Male",NA,"Cocaine","Yes"
"2399",2009,"Male",NA,"Cocaine","Yes"
"2400",2009,"Female",NA,"Cocaine","Yes"
"2401",2009,"Male",NA,"Cocaine","Yes"
"2402",2009,"Male",NA,"Cocaine","Yes"
"2403",2009,"Male",NA,"Cocaine","Yes"
"2404",2009,"Male",NA,"Cocaine","Yes"
"2405",2009,"Male",NA,"Cocaine","Yes"
"2406",2009,"Female",NA,"Cocaine","Yes"
"2407",2009,"Male",NA,"Cocaine","Yes"
"2408",2009,"Male",NA,"Cocaine","Yes"
"2409",2009,"Male",NA,"Cocaine","Yes"
"2410",2009,"Male",NA,"Cocaine","Yes"
"2411",2009,"Male",NA,"Cocaine","Yes"
"2412",2009,"Male",NA,"Cocaine","Yes"
"2413",2009,"Female",NA,"Cocaine","Yes"
"2414",2009,"Female",NA,"Cocaine","Yes"
"2415",2009,"Male",NA,"Cocaine","Yes"
"2416",2009,"Male",NA,"Cocaine","Yes"
"2417",2009,"Male",NA,"Cocaine","Yes"
"2418",2009,"Male",NA,"Cocaine","Yes"
"2419",2009,"Male",NA,"Cocaine","Yes"
"2420",2009,"Male",NA,"Cocaine","Yes"
"2421",2009,"Female",NA,"Cocaine","Yes"
"2422",2009,"Male",NA,"Cocaine","Yes"
"2423",2009,"Male",NA,"Cocaine","Yes"
"2424",2009,"Male",NA,"Cocaine","Yes"
"2425",2009,"Female",NA,"Cocaine","Yes"
"2426",2009,"Female",NA,"Cocaine","Yes"
"2427",2009,"Male",NA,"Cocaine","Yes"
"2428",2009,"Female",NA,"Cocaine","Yes"
"2429",2009,"Male",NA,"Cocaine","Yes"
"2430",2009,"Female",NA,"Cocaine","Yes"
"2431",2009,"Male",NA,"Cocaine","Yes"
"2432",2009,"Female",NA,"Cocaine","Yes"
"2433",2009,"Male",NA,"Cocaine","Yes"
"2434",2009,"Male",NA,"Cocaine","Yes"
"2435",2009,"Female",NA,"Cocaine","Yes"
"2436",2009,"Male",NA,"Cocaine","Yes"
"2437",2009,"Female",NA,"Cocaine","Yes"
"2438",2009,"Male",NA,"Cocaine","Yes"
"2439",2009,"Female",NA,"Cocaine","Yes"
"2440",2009,"Male",NA,"Cocaine","Yes"
"2441",2009,"Female",NA,"Cocaine","Yes"
"2442",2009,"Female",NA,"Cocaine","Yes"
"2443",2009,"Male",NA,"Cocaine","Yes"
"2444",2009,"Male",NA,"Cocaine","Yes"
"2445",2009,"Male",NA,"Cocaine","Yes"
"2446",2009,"Female",NA,"Cocaine","Yes"
"2447",2009,"Female",NA,"Cocaine","Yes"
"2448",2009,"Female",NA,"Cocaine","Yes"
"2449",2009,"Male",NA,"Cocaine","Yes"
"2450",2009,"Female",NA,"Cocaine","Yes"
"2451",2009,"Female",NA,"Cocaine","Yes"
"2452",2009,"Male",NA,"Cocaine","Yes"
"2453",2009,"Male",NA,"Cocaine","Yes"
"2454",2009,"Male",NA,"Cocaine","Yes"
"2455",2009,"Female",NA,"Cocaine","Yes"
"2456",2009,"Male",NA,"Cocaine","Yes"
"2457",2009,"Male",NA,"Cocaine","Yes"
"2458",2009,"Female",NA,"Cocaine","Yes"
"2459",2009,"Male",NA,"Cocaine","Yes"
"2460",2009,"Male",NA,"Cocaine","Yes"
"2461",2009,"Male",NA,"Cocaine","Yes"
"2462",2009,"Male",NA,"Cocaine","Yes"
"2463",2009,"Female",NA,"Cocaine","Yes"
"2464",2009,"Male",NA,"Cocaine","Yes"
"2465",2009,"Male",NA,"Cocaine","Yes"
"2466",2009,"Male",NA,"Cocaine","Yes"
"2467",2009,"Female",NA,"Cocaine","Yes"
"2468",2009,"Female",NA,"Cocaine","Yes"
"2469",2009,"Male",NA,"Cocaine","Yes"
"2470",2009,"Female",NA,"Cocaine","Yes"
"2471",2009,"Male",NA,"Cocaine","Yes"
"2472",2009,"Male",NA,"Cocaine","Yes"
"2473",2009,"Male",NA,"Cocaine","Yes"
"2474",2009,"Male",NA,"Cocaine","Yes"
"2475",2009,"Male",NA,"Cocaine","Yes"
"2476",2009,"Female",NA,"Cocaine","Yes"
"2477",2009,"Male",NA,"Cocaine","Yes"
"2478",2009,"Male",NA,"Cocaine","Yes"
"2479",2009,"Male",NA,"Cocaine","Yes"
"2480",2009,"Male",NA,"Cocaine","Yes"
"2481",2009,"Male",NA,"Cocaine","Yes"
"2482",2009,"Female",NA,"Cocaine","Yes"
"2483",2009,"Male",NA,"Cocaine","Yes"
"2484",2009,"Male",NA,"Cocaine","Yes"
"2485",2009,"Male",NA,"Cocaine","Yes"
"2486",2009,"Male",NA,"Cocaine","Yes"
"2487",2009,"Male",NA,"Cocaine","Yes"
"2488",2009,"Male",NA,"Cocaine","Yes"
"2489",2009,"Female",NA,"Cocaine","Yes"
"2490",2009,"Female",NA,"Cocaine","Yes"
"2491",2009,"Male",NA,"Cocaine","Yes"
"2492",2009,"Male",NA,"Cocaine","Yes"
"2493",2009,"Male",NA,"Cocaine","Yes"
"2494",2009,"Male",NA,"Cocaine","Yes"
"2495",2009,"Male",NA,"Cocaine","Yes"
"2496",2009,"Male",NA,"Cocaine","Yes"
"2497",2009,"Male",NA,"Cocaine","Yes"
"2498",2009,"Male",NA,"Cocaine","Yes"
"2499",2009,"Female",NA,"Cocaine","Yes"
"2500",2009,"Male",NA,"Cocaine","Yes"
"2501",2009,"Female",NA,"Cocaine","Yes"
"2502",2009,"Male",NA,"Cocaine","Yes"
"2503",2009,"Female",NA,"Cocaine","Yes"
"2504",2009,"Male",NA,"Cocaine","Yes"
"2505",2009,"Male",NA,"Cocaine","Yes"
"2506",2009,"Female",NA,"Cocaine","Yes"
"2507",2009,"Male",NA,"Cocaine","Yes"
"2508",2009,"Male",NA,"Cocaine","Yes"
"2509",2009,"Female",NA,"Cocaine","Yes"
"2510",2009,"Male",NA,"Cocaine","Yes"
"2511",2009,"Female",NA,"Cocaine","Yes"
"2512",2009,"Female",NA,"Cocaine","Yes"
"2513",2009,"Female",NA,"Cocaine","Yes"
"2514",2009,"Male",NA,"Cocaine","Yes"
"2515",2009,"Male",NA,"Cocaine","Yes"
"2516",2009,"Female",NA,"Cocaine","Yes"
"2517",2009,"Male",NA,"Cocaine","Yes"
"2518",2009,"Male",NA,"Cocaine","Yes"
"2519",2009,"Male",NA,"Cocaine","Yes"
"2520",2009,"Male",NA,"Cocaine","Yes"
"2521",2009,"Male",NA,"Cocaine","Yes"
"2522",2009,"Male",NA,"Cocaine","Yes"
"2523",2009,"Female",NA,"Cocaine","Yes"
"2524",2009,"Male",NA,"Cocaine","Yes"
"2525",2009,"Male",NA,"Cocaine","Yes"
"2526",2009,"Male",NA,"Cocaine","Yes"
"2527",2009,"Female",NA,"Cocaine","Yes"
"2528",2009,"Male",NA,"Cocaine","Yes"
"2529",2009,"Male",NA,"Cocaine","Yes"
"2530",2009,"Male",NA,"Cocaine","Yes"
"2531",2009,"Female",NA,"Cocaine","Yes"
"2532",2009,"Male",NA,"Cocaine","Yes"
"2533",2009,"Female",NA,"Cocaine","Yes"
"2534",2009,"Female",NA,"Cocaine","Yes"
"2535",2009,"Female",NA,"Cocaine","Yes"
"2536",2009,"Male",NA,"Cocaine","Yes"
"2537",2009,"Male",NA,"Cocaine","Yes"
"2538",2009,"Male",NA,"Cocaine","Yes"
"2539",2009,"Male",NA,"Cocaine","Yes"
"2540",2009,"Male",NA,"Cocaine","Yes"
"2541",2009,"Female",NA,"Cocaine","Yes"
"2542",2009,"Female",NA,"Cocaine","Yes"
"2543",2009,"Male",NA,"Cocaine","Yes"
"2544",2009,"Male",NA,"Cocaine","Yes"
"2545",2009,"Female",NA,"Cocaine","Yes"
"2546",2009,"Female",NA,"Cocaine","Yes"
"2547",2009,"Male",NA,"Cocaine","Yes"
"2548",2009,"Male",NA,"Cocaine","Yes"
"2549",2009,"Female",NA,"Cocaine","Yes"
"2550",2009,"Male",NA,"Cocaine","Yes"
"2551",2009,"Female",NA,"Cocaine","Yes"
"2552",2009,"Male",NA,"Cocaine","Yes"
"2553",2009,"Male",NA,"Cocaine","Yes"
"2554",2009,"Male",NA,"Cocaine","Yes"
"2555",2009,"Male",NA,"Cocaine","Yes"
"2556",2009,"Male",NA,"Cocaine","Yes"
"2557",2009,"Male",NA,"Cocaine","Yes"
"2558",2009,"Male",NA,"Cocaine","Yes"
"2559",2009,"Male",NA,"Cocaine","Yes"
"2560",2009,"Male",NA,"Cocaine","Yes"
"2561",2009,"Female",NA,"Cocaine","Yes"
"2562",2009,"Female",NA,"Cocaine","Yes"
"2563",2009,"Male",NA,"Cocaine","Yes"
"2564",2009,"Male",NA,"Cocaine","Yes"
"2565",2009,"Male",NA,"Cocaine","Yes"
"2566",2009,"Male",NA,"Cocaine","Yes"
"2567",2009,"Male",NA,"Cocaine","Yes"
"2568",2009,"Male",NA,"Cocaine","Yes"
"2569",2009,"Male",NA,"Cocaine","Yes"
"2570",2009,"Male",NA,"Cocaine","Yes"
"2571",2009,"Male",NA,"Cocaine","Yes"
"2572",2009,"Male",NA,"Cocaine","Yes"
"2573",2011,"Male","White","Cocaine","Yes"
"2574",2011,"Male","Hispanic","Cocaine","Yes"
"2575",2011,"Male","White","Cocaine","Yes"
"2576",2011,"Female","White","Cocaine","Yes"
"2577",2011,"Male","Black","Cocaine","Yes"
"2578",2011,"Female","White","Cocaine","Yes"
"2579",2011,"Female","Black","Cocaine","Yes"
